date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:14:44	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915706200328	/tmp/data/css/vendorb162.css	(from https://kalle-blog.azurewebsites.net/blog/category/automation)
07:14:45	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915706200328	/tmp/data/css/mainb162.css	(from https://kalle-blog.azurewebsites.net/blog/category/automation)
07:14:46	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915715301612	/tmp/data/css/basebc91.css	(from https://kalle-blog.azurewebsites.net/blog/category/azure-function)
07:14:47	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915715301612	/tmp/data/css/vendorbc91.css	(from https://kalle-blog.azurewebsites.net/blog/category/azure-function)
07:14:48	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915715301612	/tmp/data/css/mainbc91.css	(from https://kalle-blog.azurewebsites.net/blog/category/azure-function)
07:14:48	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915725234016	/tmp/data/css/base95a1.css	(from https://kalle-blog.azurewebsites.net/blog/category/yaml)
07:14:50	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915725234016	/tmp/data/css/vendor95a1.css	(from https://kalle-blog.azurewebsites.net/blog/category/yaml)
07:14:51	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915725234016	/tmp/data/css/main95a1.css	(from https://kalle-blog.azurewebsites.net/blog/category/yaml)
07:14:52	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915734194795	/tmp/data/css/base7b79.css	(from https://kalle-blog.azurewebsites.net/blog/tech-stack-of-the-blog)
07:14:53	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915734194795	/tmp/data/css/vendor7b79.css	(from https://kalle-blog.azurewebsites.net/blog/tech-stack-of-the-blog)
07:14:54	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915734194795	/tmp/data/css/main7b79.css	(from https://kalle-blog.azurewebsites.net/blog/tech-stack-of-the-blog)
07:14:55	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915744358828	/tmp/data/css/basefb3a.css	(from https://kalle-blog.azurewebsites.net/blog/lessons-learner-yaml-templates)
07:14:56	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915744358828	/tmp/data/css/vendorfb3a.css	(from https://kalle-blog.azurewebsites.net/blog/lessons-learner-yaml-templates)
07:14:57	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915744358828	/tmp/data/css/mainfb3a.css	(from https://kalle-blog.azurewebsites.net/blog/lessons-learner-yaml-templates)
07:14:57	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915754224998	/tmp/data/css/base448f.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-use-azure-anomaly-detector-to-find-anomalies-from-electricity-consumption)
07:14:59	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915754224998	/tmp/data/css/vendor448f.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-use-azure-anomaly-detector-to-find-anomalies-from-electricity-consumption)
07:15:00	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915754224998	/tmp/data/css/main448f.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-use-azure-anomaly-detector-to-find-anomalies-from-electricity-consumption)
07:15:01	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915764924305	/tmp/data/css/basef635.css	(from https://kalle-blog.azurewebsites.net/blog/category/ai)
07:15:02	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915764924305	/tmp/data/css/vendorf635.css	(from https://kalle-blog.azurewebsites.net/blog/category/ai)
07:15:03	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915764924305	/tmp/data/css/mainf635.css	(from https://kalle-blog.azurewebsites.net/blog/category/ai)
07:15:04	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915775430345	/tmp/data/css/basebd77.css	(from https://kalle-blog.azurewebsites.net/blog/category/cognitive-services)
07:15:05	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915775430345	/tmp/data/css/vendorbd77.css	(from https://kalle-blog.azurewebsites.net/blog/category/cognitive-services)
07:15:06	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915775430345	/tmp/data/css/mainbd77.css	(from https://kalle-blog.azurewebsites.net/blog/category/cognitive-services)
07:15:07	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915784671039	/tmp/data/css/base8852.css	(from https://kalle-blog.azurewebsites.net/blog/voice-controlled-application-with-azure-cognitive-services)
07:15:08	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915784671039	/tmp/data/css/vendor8852.css	(from https://kalle-blog.azurewebsites.net/blog/voice-controlled-application-with-azure-cognitive-services)
07:15:09	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915784671039	/tmp/data/css/main8852.css	(from https://kalle-blog.azurewebsites.net/blog/voice-controlled-application-with-azure-cognitive-services)
07:15:09	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915795497297	/tmp/data/css/basee043.css	(from https://kalle-blog.azurewebsites.net/blog/category/azure-cognitive-services)
07:15:11	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915795497297	/tmp/data/css/vendore043.css	(from https://kalle-blog.azurewebsites.net/blog/category/azure-cognitive-services)
07:15:12	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915795497297	/tmp/data/css/maine043.css	(from https://kalle-blog.azurewebsites.net/blog/category/azure-cognitive-services)
07:15:13	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915804531263	/tmp/data/css/base1d0e.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-use-postman-collection-in-api-testing)
07:15:14	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915804531263	/tmp/data/css/vendor1d0e.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-use-postman-collection-in-api-testing)
07:15:15	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915804531263	/tmp/data/css/main1d0e.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-use-postman-collection-in-api-testing)
07:15:15	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915815489609	/tmp/data/css/base511d.css	(from https://kalle-blog.azurewebsites.net/blog/category/postman)
07:15:17	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915815489609	/tmp/data/css/vendor511d.css	(from https://kalle-blog.azurewebsites.net/blog/category/postman)
07:15:18	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915815489609	/tmp/data/css/main511d.css	(from https://kalle-blog.azurewebsites.net/blog/category/postman)
07:15:19	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915825585054	/tmp/data/css/base4e7d.css	(from https://kalle-blog.azurewebsites.net/blog/category/api-testing)
07:15:20	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915825585054	/tmp/data/css/vendor4e7d.css	(from https://kalle-blog.azurewebsites.net/blog/category/api-testing)
07:15:21	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915825585054	/tmp/data/css/main4e7d.css	(from https://kalle-blog.azurewebsites.net/blog/category/api-testing)
07:15:22	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915834697218	/tmp/data/css/base855b.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-utilize-reusable-components-ado)
07:15:23	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915834697218	/tmp/data/css/vendor855b.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-utilize-reusable-components-ado)
07:15:24	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915834697218	/tmp/data/css/main855b.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-utilize-reusable-components-ado)
07:15:24	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915845499805	/tmp/data/css/basef4d5.css	(from https://kalle-blog.azurewebsites.net/blog/category/bicep)
07:15:26	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915845499805	/tmp/data/css/vendorf4d5.css	(from https://kalle-blog.azurewebsites.net/blog/category/bicep)
07:15:27	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915845499805	/tmp/data/css/mainf4d5.css	(from https://kalle-blog.azurewebsites.net/blog/category/bicep)
07:15:27	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915854465108	/tmp/data/css/base9f3e.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-use-fluent-migrator-in-azure-devops-pipelines)
07:15:29	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915854465108	/tmp/data/css/vendor9f3e.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-use-fluent-migrator-in-azure-devops-pipelines)
07:15:30	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915854465108	/tmp/data/css/main9f3e.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-use-fluent-migrator-in-azure-devops-pipelines)
07:15:31	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915865696620	/tmp/data/css/base152b.css	(from https://kalle-blog.azurewebsites.net/blog/category/keyvault)
07:15:32	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915865696620	/tmp/data/css/vendor152b.css	(from https://kalle-blog.azurewebsites.net/blog/category/keyvault)
07:15:33	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915865696620	/tmp/data/css/main152b.css	(from https://kalle-blog.azurewebsites.net/blog/category/keyvault)
07:15:33	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915875705921	/tmp/data/css/base2cbe.css	(from https://kalle-blog.azurewebsites.net/blog/category/database)
07:15:35	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915875705921	/tmp/data/css/vendor2cbe.css	(from https://kalle-blog.azurewebsites.net/blog/category/database)
07:15:36	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915875705921	/tmp/data/css/main2cbe.css	(from https://kalle-blog.azurewebsites.net/blog/category/database)
07:15:37	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915885734235	/tmp/data/css/baseeeda.css	(from https://kalle-blog.azurewebsites.net/blog/category/migrations)
07:15:38	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915885734235	/tmp/data/css/vendoreeda.css	(from https://kalle-blog.azurewebsites.net/blog/category/migrations)
07:15:39	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915885734235	/tmp/data/css/maineeda.css	(from https://kalle-blog.azurewebsites.net/blog/category/migrations)
07:15:40	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915894505735	/tmp/data/css/base765b.css	(from https://kalle-blog.azurewebsites.net/blog/working-agreement-of-team)
07:15:41	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915894505735	/tmp/data/css/vendor765b.css	(from https://kalle-blog.azurewebsites.net/blog/working-agreement-of-team)
07:15:42	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915894505735	/tmp/data/css/main765b.css	(from https://kalle-blog.azurewebsites.net/blog/working-agreement-of-team)
07:15:42	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915906284084	/tmp/data/css/base465e.css	(from https://kalle-blog.azurewebsites.net/blog/category/team)
07:15:44	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915906284084	/tmp/data/css/vendor465e.css	(from https://kalle-blog.azurewebsites.net/blog/category/team)
07:15:45	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915906284084	/tmp/data/css/main465e.css	(from https://kalle-blog.azurewebsites.net/blog/category/team)
07:15:46	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915915673268	/tmp/data/css/base0658.css	(from https://kalle-blog.azurewebsites.net/blog/category/way-of-working)
07:15:47	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915915673268	/tmp/data/css/vendor0658.css	(from https://kalle-blog.azurewebsites.net/blog/category/way-of-working)
07:15:48	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915915673268	/tmp/data/css/main0658.css	(from https://kalle-blog.azurewebsites.net/blog/category/way-of-working)
07:15:48	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915924559203	/tmp/data/css/basec889.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-automate-api-testing-with-azure-devops-and-postman)
07:15:50	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915924559203	/tmp/data/css/vendorc889.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-automate-api-testing-with-azure-devops-and-postman)
07:15:51	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915924559203	/tmp/data/css/mainc889.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-automate-api-testing-with-azure-devops-and-postman)
07:15:52	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915936244464	/tmp/data/css/basec0a8.css	(from https://kalle-blog.azurewebsites.net/blog/category/minimal-api)
07:15:53	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915936244464	/tmp/data/css/vendorc0a8.css	(from https://kalle-blog.azurewebsites.net/blog/category/minimal-api)
07:15:54	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915936244464	/tmp/data/css/mainc0a8.css	(from https://kalle-blog.azurewebsites.net/blog/category/minimal-api)
07:15:55	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915944060910	/tmp/data/css/basefa40.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-build-micro-frontend-architecture-with-web-components-and-bff-part-22)
07:15:56	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915944060910	/tmp/data/css/vendorfa40.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-build-micro-frontend-architecture-with-web-components-and-bff-part-22)
07:15:57	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915944060910	/tmp/data/css/mainfa40.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-build-micro-frontend-architecture-with-web-components-and-bff-part-22)
07:15:58	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915955461590	/tmp/data/css/basee521.css	(from https://kalle-blog.azurewebsites.net/blog/category/bff)
07:15:59	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915955461590	/tmp/data/css/vendore521.css	(from https://kalle-blog.azurewebsites.net/blog/category/bff)
07:16:00	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915955461590	/tmp/data/css/maine521.css	(from https://kalle-blog.azurewebsites.net/blog/category/bff)
07:16:01	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915965392064	/tmp/data/css/basedf74.css	(from https://kalle-blog.azurewebsites.net/blog/category/net6)
07:16:02	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915965392064	/tmp/data/css/vendordf74.css	(from https://kalle-blog.azurewebsites.net/blog/category/net6)
07:16:03	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915965392064	/tmp/data/css/maindf74.css	(from https://kalle-blog.azurewebsites.net/blog/category/net6)
07:16:03	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915975744241	/tmp/data/css/base8c82.css	(from https://kalle-blog.azurewebsites.net/blog/category/yarp)
07:16:05	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915975744241	/tmp/data/css/vendor8c82.css	(from https://kalle-blog.azurewebsites.net/blog/category/yarp)
07:16:06	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915975744241	/tmp/data/css/main8c82.css	(from https://kalle-blog.azurewebsites.net/blog/category/yarp)
07:16:07	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915986210184	/tmp/data/css/basee9dd.css	(from https://kalle-blog.azurewebsites.net/blog/category/reverse-proxy)
07:16:08	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915986210184	/tmp/data/css/vendore9dd.css	(from https://kalle-blog.azurewebsites.net/blog/category/reverse-proxy)
07:16:09	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915986210184	/tmp/data/css/maine9dd.css	(from https://kalle-blog.azurewebsites.net/blog/category/reverse-proxy)
07:16:10	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002915995132938	/tmp/data/css/base599e.css	(from https://kalle-blog.azurewebsites.net/blog/category/micro-frontend-architecture)
07:16:11	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002915995132938	/tmp/data/css/vendor599e.css	(from https://kalle-blog.azurewebsites.net/blog/category/micro-frontend-architecture)
07:16:12	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002915995132938	/tmp/data/css/main599e.css	(from https://kalle-blog.azurewebsites.net/blog/category/micro-frontend-architecture)
07:16:12	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002916005275625	/tmp/data/css/baseba62.css	(from https://kalle-blog.azurewebsites.net/blog/category/web-component)
07:16:14	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002916005275625	/tmp/data/css/vendorba62.css	(from https://kalle-blog.azurewebsites.net/blog/category/web-component)
07:16:15	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002916005275625	/tmp/data/css/mainba62.css	(from https://kalle-blog.azurewebsites.net/blog/category/web-component)
07:16:16	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002916013966142	/tmp/data/css/base14c5.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-build-micro-frontend-architecture-and-bff)
07:16:17	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002916013966142	/tmp/data/css/vendor14c5.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-build-micro-frontend-architecture-and-bff)
07:16:18	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002916013966142	/tmp/data/css/main14c5.css	(from https://kalle-blog.azurewebsites.net/blog/how-to-build-micro-frontend-architecture-and-bff)
07:16:19	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002916025835798	/tmp/data/css/based01f.css	(from https://kalle-blog.azurewebsites.net/blog/category/teams)
07:16:20	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002916025835798	/tmp/data/css/vendord01f.css	(from https://kalle-blog.azurewebsites.net/blog/category/teams)
07:16:21	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002916025835798	/tmp/data/css/maind01f.css	(from https://kalle-blog.azurewebsites.net/blog/category/teams)
07:16:22	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002916033512401	/tmp/data/css/basecc23.css	(from https://kalle-blog.azurewebsites.net/blog/azure-bicep-insert-resource-feature-in-vs-code)
07:16:23	22784/22784	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedad80%22	https://kalle-blog.azurewebsites.net/css/vendor.css?dt=638002916033512401	/tmp/data/css/vendorcc23.css	(from https://kalle-blog.azurewebsites.net/blog/azure-bicep-insert-resource-feature-in-vs-code)
07:16:24	88833/88833	---MCZ	200	added ('OK')	text/css	etag:%221d80aa69a7bd301%22	https://kalle-blog.azurewebsites.net/css/main.css?dt=638002916033512401	/tmp/data/css/maincc23.css	(from https://kalle-blog.azurewebsites.net/blog/azure-bicep-insert-resource-feature-in-vs-code)
07:16:24	16780/16780	---MCZ	200	added ('OK')	text/css	etag:%221d5f5436eedb50c%22	https://kalle-blog.azurewebsites.net/css/base.css?dt=638002916044479858	/tmp/data/css/base55a4.css	(from https://kalle-blog.azurewebsites.net/blog/category/infrastructure-as-a-code)
